query,response,label,gender,skin_tone
Apa yang cocok untuk angin kencang?,kenakan jaket windbreaker dengan celana panjang,14,neutral,neutral
Rekomendasi pakaian untuk angin kencang?,kenakan jaket windbreaker dengan celana panjang,14,neutral,neutral
Outfit yang bagus untuk angin kencang?,gunakan pakaian berlapis dengan jaket tahan angin,14,neutral,neutral
Outfit yang bagus untuk cuaca berangin?,kenakan jaket windbreaker dengan celana panjang,14,neutral,neutral
Bagaimana cara berpakaian untuk cuaca berangin?,kenakan jaket windbreaker dengan celana panjang,14,neutral,neutral
Bagaimana cara berpakaian untuk angin kencang?,gunakan pakaian berlapis dengan jaket tahan angin,14,neutral,neutral
"Mau ke cuaca berangin, sebaiknya pakai apa ya?",gunakan pakaian berlapis dengan jaket tahan angin,14,neutral,neutral
Apa yang cocok untuk cuaca berangin?,kenakan jaket windbreaker dengan celana panjang,14,neutral,neutral
"Mau ke angin kencang, sebaiknya pakai apa ya?",gunakan pakaian berlapis dengan jaket tahan angin,14,neutral,neutral
Outfit yang bagus untuk liburan musim panas?,gunakan pakaian berwarna cerah dengan bahan breathable,15,neutral,neutral
Bagaimana cara berpakaian untuk musim panas?,kenakan kaos ringan dengan celana pendek dan sandal,15,neutral,neutral
Bagaimana cara berpakaian untuk liburan musim panas?,kenakan kaos ringan dengan celana pendek dan sandal,15,neutral,neutral
"Mau ke liburan musim panas, sebaiknya pakai apa ya?",kenakan kaos ringan dengan celana pendek dan sandal,15,neutral,neutral
Rekomendasi pakaian untuk liburan musim panas?,kenakan kaos ringan dengan celana pendek dan sandal,15,neutral,neutral
Outfit yang bagus untuk musim panas?,gunakan pakaian berwarna cerah dengan bahan breathable,15,neutral,neutral
"Mau ke musim panas, sebaiknya pakai apa ya?",gunakan pakaian berwarna cerah dengan bahan breathable,15,neutral,neutral
Apa yang cocok untuk liburan musim panas?,gunakan pakaian berwarna cerah dengan bahan breathable,15,neutral,neutral
"Mau ke liburan musim dingin, sebaiknya pakai apa ya?",kenakan jaket tebal dengan celana wool,16,neutral,neutral
Rekomendasi pakaian untuk liburan musim dingin?,kenakan jaket tebal dengan celana wool,16,neutral,neutral
Outfit yang bagus untuk liburan musim dingin?,gunakan mantel dengan syal dan sepatu boots,16,neutral,neutral
Apa yang cocok untuk liburan musim dingin?,gunakan mantel dengan syal dan sepatu boots,16,neutral,neutral
Bagaimana cara berpakaian untuk liburan musim dingin?,gunakan mantel dengan syal dan sepatu boots,16,neutral,neutral
Bagaimana cara berpakaian untuk awal musim semi?,kenakan dress floral dengan cardigan ringan,17,neutral,neutral
Outfit yang bagus untuk awal musim semi?,kenakan dress floral dengan cardigan ringan,17,neutral,neutral
Rekomendasi pakaian untuk awal musim semi?,kenakan dress floral dengan cardigan ringan,17,neutral,neutral
Apa yang cocok untuk musim semi?,kenakan dress floral dengan cardigan ringan,17,neutral,neutral
Apa yang cocok untuk awal musim semi?,gunakan blus dengan rok midi dan flat shoes,17,neutral,neutral
Outfit yang bagus untuk musim semi?,gunakan blus dengan rok midi dan flat shoes,17,neutral,neutral
"Mau ke musim semi, sebaiknya pakai apa ya?",kenakan dress floral dengan cardigan ringan,17,neutral,neutral
Bagaimana cara berpakaian untuk musim semi?,kenakan dress floral dengan cardigan ringan,17,neutral,neutral
"Mau ke awal musim semi, sebaiknya pakai apa ya?",kenakan dress floral dengan cardigan ringan,17,neutral,neutral
"Mau ke musim gugur, sebaiknya pakai apa ya?",kenakan sweater rajut dengan celana panjang,18,neutral,neutral
Bagaimana cara berpakaian untuk suasana gugur?,padukan jaket kulit dengan jeans dan boots,18,neutral,neutral
Apa yang cocok untuk musim gugur?,padukan jaket kulit dengan jeans dan boots,18,neutral,neutral
Outfit yang bagus untuk suasana gugur?,padukan jaket kulit dengan jeans dan boots,18,neutral,neutral
"Mau ke suasana gugur, sebaiknya pakai apa ya?",padukan jaket kulit dengan jeans dan boots,18,neutral,neutral
Rekomendasi pakaian untuk suasana gugur?,padukan jaket kulit dengan jeans dan boots,18,neutral,neutral
Bagaimana cara berpakaian untuk musim gugur?,kenakan sweater rajut dengan celana panjang,18,neutral,neutral
Apa yang cocok untuk suasana gugur?,kenakan sweater rajut dengan celana panjang,18,neutral,neutral
Outfit yang bagus untuk musim gugur?,padukan jaket kulit dengan jeans dan boots,18,neutral,neutral
Rekomendasi pakaian untuk kegiatan umum?,gunakan pakaian yang nyaman dan sesuai situasi,19,neutral,neutral
Outfit yang bagus untuk kegiatan umum?,gunakan pakaian yang nyaman dan sesuai situasi,19,neutral,neutral
Apa yang cocok untuk acara lainnya?,pilih pakaian casual atau formal tergantung kebutuhan,19,neutral,neutral
Outfit yang bagus untuk acara lainnya?,pilih pakaian casual atau formal tergantung kebutuhan,19,neutral,neutral
Bagaimana cara berpakaian untuk acara lainnya?,gunakan pakaian yang nyaman dan sesuai situasi,19,neutral,neutral
Apa yang cocok untuk kegiatan umum?,pilih pakaian casual atau formal tergantung kebutuhan,19,neutral,neutral
"Mau ke kegiatan umum, sebaiknya pakai apa ya?",pilih pakaian casual atau formal tergantung kebutuhan,19,neutral,neutral
Rekomendasi pakaian untuk acara lainnya?,pilih pakaian casual atau formal tergantung kebutuhan,19,neutral,neutral
Bagaimana cara berpakaian untuk kegiatan umum?,pilih pakaian casual atau formal tergantung kebutuhan,19,neutral,neutral
"Mau ke acara lainnya, sebaiknya pakai apa ya?",pilih pakaian casual atau formal tergantung kebutuhan,19,neutral,neutral
Kombinasi warna untuk pria dengan kulit cerah?,"Untuk pria dengan kulit cerah, warna yang sangat cocok adalah forest green, berry tones. Sebaiknya hindari orange-yellow, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Kombinasi warna untuk cowok dengan kulit putih?,"Untuk cowok dengan kulit putih, warna yang sangat cocok adalah deep blue, plum. Sebaiknya hindari beige, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
"Saya pria dengan warna kulit kuning langsat, warna apa yang flattering?","Untuk pria dengan kulit kuning langsat, warna yang sangat cocok adalah plum, deep blue. Sebaiknya hindari orange-yellow, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna apa yang cocok untuk pria dengan kulit kuning langsat?,"Untuk pria dengan kulit kuning langsat, warna yang sangat cocok adalah deep blue, forest green. Sebaiknya hindari beige, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Rekomendasi warna pakaian untuk laki-laki dengan tone kulit cerah?,"Untuk laki-laki dengan kulit cerah, warna yang sangat cocok adalah forest green, berry tones. Sebaiknya hindari bright orange, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna yang bagus untuk laki-laki berkulit cerah?,"Untuk laki-laki dengan kulit cerah, warna yang sangat cocok adalah forest green, berry tones. Sebaiknya hindari bright orange, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna apa yang cocok untuk pria dengan kulit putih?,"Untuk pria dengan kulit putih, warna yang sangat cocok adalah berry tones, plum. Sebaiknya hindari orange-yellow, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
Kombinasi warna untuk laki-laki dengan kulit putih?,"Untuk laki-laki dengan kulit putih, warna yang sangat cocok adalah plum, berry tones. Sebaiknya hindari bright orange, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Rekomendasi warna pakaian untuk laki-laki dengan tone kulit kuning langsat?,"Untuk laki-laki dengan kulit kuning langsat, warna yang sangat cocok adalah berry tones, forest green. Sebaiknya hindari bright orange, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
pria berkulit cerah sebaiknya mengenakan warna apa?,"Untuk pria dengan kulit cerah, warna yang sangat cocok adalah forest green, plum. Sebaiknya hindari beige, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna yang bagus untuk pria berkulit putih?,"Untuk pria dengan kulit putih, warna yang sangat cocok adalah plum, berry tones. Sebaiknya hindari beige, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna yang bagus untuk cowok berkulit putih?,"Untuk cowok dengan kulit putih, warna yang sangat cocok adalah plum, deep blue. Sebaiknya hindari bright orange, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna apa yang cocok untuk laki-laki dengan kulit putih?,"Untuk laki-laki dengan kulit putih, warna yang sangat cocok adalah deep blue, plum. Sebaiknya hindari bright orange, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Kombinasi warna untuk cowok dengan kulit kuning langsat?,"Untuk cowok dengan kulit kuning langsat, warna yang sangat cocok adalah plum, deep blue. Sebaiknya hindari bright orange, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna apa yang cocok untuk cowok dengan kulit putih?,"Untuk cowok dengan kulit putih, warna yang sangat cocok adalah berry tones, plum. Sebaiknya hindari bright orange, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna yang bagus untuk laki-laki berkulit putih?,"Untuk laki-laki dengan kulit putih, warna yang sangat cocok adalah berry tones, forest green. Sebaiknya hindari orange-yellow, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
"Saya laki-laki dengan warna kulit cerah, warna apa yang flattering?","Untuk laki-laki dengan kulit cerah, warna yang sangat cocok adalah berry tones, deep blue. Sebaiknya hindari beige, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Kombinasi warna untuk pria dengan kulit kuning langsat?,"Untuk pria dengan kulit kuning langsat, warna yang sangat cocok adalah deep blue, forest green. Sebaiknya hindari beige, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
laki-laki berkulit kuning langsat sebaiknya mengenakan warna apa?,"Untuk laki-laki dengan kulit kuning langsat, warna yang sangat cocok adalah berry tones, plum. Sebaiknya hindari bright orange, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
"Saya laki-laki dengan warna kulit kuning langsat, warna apa yang flattering?","Untuk laki-laki dengan kulit kuning langsat, warna yang sangat cocok adalah plum, berry tones. Sebaiknya hindari orange-yellow, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
Rekomendasi warna pakaian untuk cowok dengan tone kulit putih?,"Untuk cowok dengan kulit putih, warna yang sangat cocok adalah berry tones, forest green. Sebaiknya hindari beige, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna yang bagus untuk laki-laki berkulit kuning langsat?,"Untuk laki-laki dengan kulit kuning langsat, warna yang sangat cocok adalah forest green, deep blue. Sebaiknya hindari orange-yellow, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
pria berkulit putih sebaiknya mengenakan warna apa?,"Untuk pria dengan kulit putih, warna yang sangat cocok adalah plum, berry tones. Sebaiknya hindari beige, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Rekomendasi warna pakaian untuk pria dengan tone kulit putih?,"Untuk pria dengan kulit putih, warna yang sangat cocok adalah berry tones, forest green. Sebaiknya hindari orange-yellow, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna apa yang cocok untuk laki-laki dengan kulit kuning langsat?,"Untuk laki-laki dengan kulit kuning langsat, warna yang sangat cocok adalah deep blue, berry tones. Sebaiknya hindari bright orange, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna apa yang cocok untuk pria dengan kulit cerah?,"Untuk pria dengan kulit cerah, warna yang sangat cocok adalah deep blue, berry tones. Sebaiknya hindari bright orange, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Kombinasi warna untuk laki-laki dengan kulit kuning langsat?,"Untuk laki-laki dengan kulit kuning langsat, warna yang sangat cocok adalah forest green, deep blue. Sebaiknya hindari beige, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Rekomendasi warna pakaian untuk cowok dengan tone kulit cerah?,"Untuk cowok dengan kulit cerah, warna yang sangat cocok adalah deep blue, forest green. Sebaiknya hindari beige, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna yang bagus untuk cowok berkulit kuning langsat?,"Untuk cowok dengan kulit kuning langsat, warna yang sangat cocok adalah berry tones, plum. Sebaiknya hindari beige, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Rekomendasi warna pakaian untuk cowok dengan tone kulit kuning langsat?,"Untuk cowok dengan kulit kuning langsat, warna yang sangat cocok adalah deep blue, plum. Sebaiknya hindari orange-yellow, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna apa yang cocok untuk cowok dengan kulit kuning langsat?,"Untuk cowok dengan kulit kuning langsat, warna yang sangat cocok adalah forest green, berry tones. Sebaiknya hindari beige, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Kombinasi warna untuk laki-laki dengan kulit cerah?,"Untuk laki-laki dengan kulit cerah, warna yang sangat cocok adalah berry tones, forest green. Sebaiknya hindari beige, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
cowok berkulit cerah sebaiknya mengenakan warna apa?,"Untuk cowok dengan kulit cerah, warna yang sangat cocok adalah forest green, plum. Sebaiknya hindari bright orange, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna apa yang cocok untuk laki-laki dengan kulit cerah?,"Untuk laki-laki dengan kulit cerah, warna yang sangat cocok adalah berry tones, deep blue. Sebaiknya hindari bright orange, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Rekomendasi warna pakaian untuk laki-laki dengan tone kulit putih?,"Untuk laki-laki dengan kulit putih, warna yang sangat cocok adalah deep blue, berry tones. Sebaiknya hindari beige, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
"Saya cowok dengan warna kulit kuning langsat, warna apa yang flattering?","Untuk cowok dengan kulit kuning langsat, warna yang sangat cocok adalah forest green, plum. Sebaiknya hindari bright orange, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
pria berkulit kuning langsat sebaiknya mengenakan warna apa?,"Untuk pria dengan kulit kuning langsat, warna yang sangat cocok adalah berry tones, plum. Sebaiknya hindari bright orange, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
Kombinasi warna untuk cowok dengan kulit cerah?,"Untuk cowok dengan kulit cerah, warna yang sangat cocok adalah plum, deep blue. Sebaiknya hindari bright orange, orange-yellow karena kurang flattering untuk tone kulit Anda.",0,pria,light
"Saya cowok dengan warna kulit putih, warna apa yang flattering?","Untuk cowok dengan kulit putih, warna yang sangat cocok adalah deep blue, berry tones. Sebaiknya hindari beige, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Rekomendasi warna pakaian untuk pria dengan tone kulit kuning langsat?,"Untuk pria dengan kulit kuning langsat, warna yang sangat cocok adalah deep blue, plum. Sebaiknya hindari orange-yellow, bright orange karena kurang flattering untuk tone kulit Anda.",0,pria,light
Warna yang bagus untuk pria berkulit cerah?,"Untuk pria dengan kulit cerah, warna yang sangat cocok adalah forest green, deep blue. Sebaiknya hindari orange-yellow, beige karena kurang flattering untuk tone kulit Anda.",0,pria,light
